Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Anthony Adverse,1936,Passed,29 Aug 1936,141 min,"Adventure, Drama, Romance","Mervyn LeRoy, Michael Curtiz","Hervey Allen, Sheridan Gibney, Milton Krims","Fredric March, Olivia de Havilland, Donald Woods","In 18th-century Italy, an orphan's debt to the man who raised him threatens to separate him forever from the woman he loves.","English, Italian",United States,Won 4 Oscars. 4 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZmRlMjU4MWUtMjUyMy00OWU2LTkzY2YtODdkZDk5ZWNiZDFjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,6.3,"1,948",tt0027300,movie,N/A,N/A,N/A,N/A,
True,,Dodsworth,1936,Passed,23 Sep 1936,101 min,"Drama, Romance",William Wyler,"Sinclair Lewis, Sidney Howard, Robert Wyler","Walter Huston, Ruth Chatterton, Paul Lukas",A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.,"English, French, German, Italian",United States,Won 1 Oscar. 3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNTIzOWU0NWUtN2Y2ZC00N2U2LTliMzQtZWNjNmZkNTc4YTU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.8,"9,775",tt0027532,movie,10 Mar 2020,N/A,N/A,N/A,
True,,The Great Ziegfeld,1936,Passed,23 Sep 1936,176 min,"Drama, Musical",Robert Z. Leonard,William Anthony McGuire,"William Powell, Myrna Loy, Luise Rainer","The ups and downs of Florenz Ziegfeld Jr., famed producer of extravagant stage revues, are portrayed.",English,United States,Won 3 Oscars. 4 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BOTEzMTZjNjQtMDdiOC00YzU3LTgwODItYjEyYjRiNWFiNmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.6,"8,712",tt0027698,movie,18 Nov 2016,N/A,N/A,N/A,
True,,Libeled Lady,1936,Passed,09 Oct 1936,98 min,"Comedy, Romance",Jack Conway,"Maurine Dallas Watkins, Howard Emmett Rogers, George Oppenheimer","Jean Harlow, William Powell, Myrna Loy","When a socialite sues a big paper for libel, the editor responsible calls in the help of his ignored fiancée and a former employee to frame her and make the false story seem true.",English,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BY2ZiMjFkNDEtMTY5Mi00NTA1LTllOGQtZGI1NWI4MGQ2NjBlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",N/A,7.8,"8,637",tt0027884,movie,01 Jan 2009,N/A,N/A,N/A,
True,,Mr. Deeds Goes to Town,1936,Not Rated,12 Apr 1936,115 min,"Comedy, Drama, Romance",Frank Capra,"Robert Riskin, Clarence Budington Kelland","Gary Cooper, Jean Arthur, George Bancroft",A unassuming greeting card poet from a small town in Vermont heads to New York City upon inheriting a massive fortune and is immediately hounded by those who wish to take advantage of him.,English,United States,Won 1 Oscar. 5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNzdiMDVkNmMtNDI0Ny00MTQ5LWEwNjAtODQxOGNjOTZmMGVmL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,7.8,"22,650",tt0027996,movie,16 Apr 2012,N/A,N/A,N/A,
True,,Romeo and Juliet,1936,Passed,03 Sep 1936,125 min,"Drama, Romance",George Cukor,"William Shakespeare, Talbot Jennings","Norma Shearer, Leslie Howard, John Barrymore",Young love is poisoned by a generations long feud between two noble families.,English,United States,Nominated for 4 Oscars. 1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNDYxNWQ3OWEtMzk3My00NjM5LTk5MWEtZmI3MGMxMjllZmMyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,6.5,"2,147",tt0028203,movie,21 Nov 2016,N/A,N/A,N/A,
True,,San Francisco,1936,Passed,26 Jun 1936,115 min,"Drama, Music, Romance",W.S. Van Dyke,"Anita Loos, Robert E. Hopkins, Herman J. Mankiewicz","Clark Gable, Jeanette MacDonald, Spencer Tracy","A Barbary Coast saloonkeeper and a Nob Hill impresario are rivals for the affections of a beautiful singer, both personally and professionally, in 1906 San Francisco.",English,United States,Won 1 Oscar. 3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjM4MjA5MDU0Nl5BMl5BanBnXkFtZTgwOTIyNTczMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.2,"5,927",tt0028216,movie,01 Apr 2009,N/A,N/A,N/A,
True,,The Story of Louis Pasteur,1936,Passed,01 Feb 1936,86 min,"Biography, Drama, History",William Dieterle,"Sheridan Gibney, Pierre Collings, Edward Chodorov","Paul Muni, Josephine Hutchinson, Anita Louise",The biography of the pioneering French microbiologist who helped revolutionize agriculture and medicine.,"English, French, Russian",United States,Won 3 Oscars. 5 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZDUwNTcxNWQtZWJiMi00MzBmLWFmZmQtMDQ3ZmQxNjY3YjgwL2ltYWdlXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.3,"3,011",tt0028313,movie,03 Jun 2019,N/A,N/A,N/A,
True,,Three Smart Girls,1936,Approved,20 Dec 1936,84 min,"Comedy, Musical, Romance",Henry Koster,"Adele Comandini, Isabel Dawn, Boyce DeGaw","Binnie Barnes, Charles Winninger, Alice Brady",Three sisters scheme to reunite their divorced parents before their wealthy father marries a conniving gold digger.,English,United States,Nominated for 3 Oscars. 4 nominations total,https://m.media-amazon.com/images/M/MV5BOGQ4YTdlNGEtOGVhMC00ZWE1LWI3ZjctYzYzNGJmMzJmNjFjXkEyXkFqcGdeQXVyMzc5ODc1MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,6.6,"1,475",tt0028373,movie,07 May 2015,N/A,N/A,N/A,
True,,The Awful Truth,1937,Passed,21 Oct 1937,90 min,"Comedy, Romance",Leo McCarey,"Viña Delmar, Arthur Richman, Sidney Buchman","Irene Dunne, Cary Grant, Ralph Bellamy","A married couple file an amicable divorce, but find it harder to let go of each other than they initially thought.","English, French, Italian",United States,Won 1 Oscar. 3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNzMwMTU0MTk2Nl5BMl5BanBnXkFtZTgwMTUyMjkzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"20,655",tt0028597,movie,16 Apr 2012,N/A,N/A,N/A,
True,,Captains Courageous,1937,G,25 Jun 1937,117 min,"Adventure, Drama, Family",Victor Fleming,"Rudyard Kipling, John Lee Mahin, Marc Connelly","Spencer Tracy, Freddie Bartholomew, Lionel Barrymore","A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.","English, Portuguese",United States,Won 1 Oscar. 4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BODI5NjhiNjktYzhkNi00ODFkLTg0NTgtZDQ2M2E5ZTY2ZGM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.9,"10,526",tt0028691,movie,21 Nov 2016,N/A,N/A,N/A,
True,,Dead End,1937,Approved,27 Aug 1937,93 min,"Crime, Drama, Film-Noir",William Wyler,"Lillian Hellman, Sidney Kingsley","Sylvia Sidney, Joel McCrea, Humphrey Bogart","The lives of a young man, a young woman, an infamous gangster, and a group of street kids converge one day in a volatile New York City slum.",English,United States,Nominated for 4 Oscars. 4 nominations total,https://m.media-amazon.com/images/M/MV5BMDM2ZGY5MDQtZTUyMS00ZTgzLTk4YWMtMWM2YjE2NWQ1Yjk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,7.2,"8,182",tt0028773,movie,31 Mar 2020,N/A,N/A,N/A,
True,,The Good Earth,1937,Passed,06 Aug 1937,138 min,"Drama, Romance","Sidney Franklin, Victor Fleming, Gustav Machatý","Talbot Jennings, Tess Slesinger, Claudine West","Paul Muni, Luise Rainer, Walter Connolly","Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.",English,United States,Won 2 Oscars. 4 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNTYxNTk4ZmEtYmRiZi00NzlmLWFjYmEtOGEzMDg4YzcxYTZhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.5,"5,248",tt0028944,movie,01 Jan 2009,N/A,N/A,N/A,
True,,The Life of Emile Zola,1937,Passed,02 Oct 1937,116 min,"Biography, Drama",William Dieterle,"Norman Reilly Raine, Heinz Herald, Geza Herczeg","Paul Muni, Gale Sondergaard, Joseph Schildkraut",The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfus Affair.,English,United States,Won 3 Oscars. 8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",N/A,7.2,"8,705",tt0029146,movie,01 Jan 2009,N/A,N/A,N/A,
True,,Lost Horizon,1937,Approved,01 Sep 1937,132 min,"Adventure, Drama, Fantasy",Frank Capra,"Robert Riskin, James Hilton, Sidney Buchman","Ronald Colman, Jane Wyatt, Edward Everett Horton","When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay.","English, Mandarin",United States,Won 2 Oscars. 3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.6,"14,021",tt0029162,movie,01 Apr 2010,N/A,N/A,N/A,
True,,One Hundred Men and a Girl,1937,Passed,05 Sep 1937,84 min,"Comedy, Drama, Music",Henry Koster,"Bruce Manning, Charles Kenyon, James Mulhauser","Deanna Durbin, Adolphe Menjou, Alice Brady","The daughter of a struggling musician forms a symphony orchestra made up of his unemployed friends and through persistence, charm and a few misunderstandings, is able to get Leopold Stokowski to lead them in a concert that leads t...",English,United States,Won 1 Oscar. 1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BN2JlYzViNTQtZThhYy00YTQ1LWE4YjMtODY1MTVlNzMxOGJkXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,6.7,"1,162",tt0029347,movie,N/A,N/A,N/A,N/A,
True,,Stage Door,1937,Approved,08 Oct 1937,92 min,"Comedy, Drama, Romance",Gregory La Cava,"Morrie Ryskind, Anthony Veiller, Edna Ferber","Katharine Hepburn, Ginger Rogers, Adolphe Menjou","A chronicle of the ambitions, dreams, and disappointments of aspiring actresses who all live in the same boarding house.",English,United States,Nominated for 4 Oscars. 2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNzQwNTQxOTY3OF5BMl5BanBnXkFtZTgwMTg0MDgyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,7.7,"8,819",tt0029604,movie,01 May 2014,N/A,N/A,N/A,
True,,A Star Is Born,1937,Passed,27 Apr 1937,111 min,"Drama, Romance","William A. Wellman, Jack Conway, Victor Fleming","Dorothy Parker, Alan Campbell, Robert Carson","Janet Gaynor, Fredric March, Adolphe Menjou","A young woman comes to Hollywood with dreams of stardom, and achieves them only with the help of an alcoholic leading man whose best days are behind him.",English,United States,Won 1 Oscar. 4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMmE5ODI0NzMtYjc5Yy00MzMzLTk5OTQtN2Q3MzgwOTllMTY3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"10,441",tt0029606,movie,07 Aug 2015,N/A,N/A,N/A,
True,,The Adventures of Robin Hood,1938,PG,14 May 1938,102 min,"Action, Adventure, Romance","Michael Curtiz, William Keighley","Norman Reilly Raine, Seton I. Miller, Rowland Leigh","Errol Flynn, Olivia de Havilland, Basil Rathbone","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",English,United States,Won 3 Oscars. 6 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,7.9,"53,259",tt0029843,movie,28 Jul 2008,N/A,N/A,N/A,
True,,Alexander's Ragtime Band,1938,Approved,16 Aug 1938,106 min,"Drama, Music, Musical",Henry King,"Kathryn Scola, Lamar Trotti, Richard Sherman","Tyrone Power, Alice Faye, Don Ameche",This send-up of ragtime song and dance begins in 1915 San Francisco when society boy Roger Grant decides to pursue popular rather than serious music.,English,United States,Won 1 Oscar. 1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZWI4NzQ1N2UtNTgzYi00Zjg3LTg2NWItNTVlZDlkMGRiMWQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.9,"2,242",tt0029852,movie,22 Oct 2013,N/A,N/A,N/A,
True,,Boys Town,1938,Passed,09 Sep 1938,96 min,"Biography, Drama, Family",Norman Taurog,"John Meehan, Dore Schary, Eleanore Griffin","Spencer Tracy, Mickey Rooney, Henry Hull","When a death row prisoner tells him he wouldn't have led a life of crime if only he had had one friend as a child, Father Edward Flanagan decides to start a home for young boys.","English, Hebrew",United States,Won 2 Oscars. 3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMWUwMWRmYTYtY2Q2MS00ZTRlLTljNjQtNzlkMmRjNjllNjNlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.2,"6,105",tt0029942,movie,01 Jan 2009,N/A,N/A,N/A,
True,,The Citadel,1938,Passed,29 Oct 1938,110 min,Drama,King Vidor,"Ian Dalrymple, Frank Wead, Elizabeth Hill","Robert Donat, Rosalind Russell, Ralph Richardson","An enthusiastic young doctor happily embarks on his career, but it isn't long before he finds out what being a doctor really entails.",English,United Kingdom,Nominated for 4 Oscars. 5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzM1MWY1ZDktNGIwYy00NmY1LTg2NDAtNjJhMDExNWJlODM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.1,"2,309",tt0029995,movie,22 Jun 2009,N/A,N/A,N/A,
True,,Four Daughters,1938,Approved,09 Aug 1938,90 min,"Drama, Music, Romance",Michael Curtiz,"Julius J. Epstein, Lenore J. Coffee, Fannie Hurst","Claude Rains, John Garfield, Jeffrey Lynn","A musician is blessed with four musical prodigies, all girls, and cursed when a troubled young composer enters the lives of his Four Daughters.","English, French",United States,Nominated for 5 Oscars. 1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMWIyOTE5MWMtZDc5Ny00NmZiLWIwOTItNTdhODA4MDUwMzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.9,"2,125",tt0030149,movie,20 Nov 2016,N/A,N/A,N/A,
True,,Jezebel,1938,Approved,26 Mar 1938,104 min,"Drama, Romance",William Wyler,"Clements Ripley, Abem Finkel, John Huston","Bette Davis, Henry Fonda, George Brent","In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.","English, French",United States,Won 2 Oscars. 5 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzE3MzlmODUtZDQwZS00YTlkLThkN2MtYWVkYmQ0MzYwNzVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.4,"14,486",tt0030287,movie,21 Nov 2016,N/A,N/A,N/A,
True,,Pygmalion,1938,Approved,03 Mar 1939,89 min,"Comedy, Drama, Romance","Anthony Asquith, Leslie Howard","George Bernard Shaw, W.P. Lipscomb, Cecil Lewis","Leslie Howard, Wendy Hiller, Wilfrid Lawson",A phonetics and diction expert makes a bet that he can teach a cockney flower girl to speak proper English and pass as a lady in high society.,English,United Kingdom,Won 1 Oscar. 3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNTgzN2NkMTAtYTc0Yy00ODc1LWI5ZTktNDIzNGFjY2M3NDhlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,7.8,"9,247",tt0030637,movie,05 May 2017,N/A,N/A,N/A,
True,,Test Pilot,1938,Passed,22 Apr 1938,119 min,"Drama, Romance",Victor Fleming,"Vincent Lawrence, Waldemar Young, Frank Wead","Clark Gable, Myrna Loy, Spencer Tracy",Jim is a test pilot. His wife Ann and best friend Gunner try their best to keep him sober. But the life of a test pilot is anything but safe.,English,United States,Nominated for 3 Oscars. 4 nominations total,https://m.media-amazon.com/images/M/MV5BNzQ2MmU5MGMtYWFhOC00YmY0LWE3NDctM2RkYTdiMDc3Y2JmXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.8,"2,594",tt0030848,movie,16 Nov 2016,N/A,N/A,N/A,
True,,You Can't Take It with You,1938,Passed,29 Sep 1938,126 min,"Comedy, Drama, Romance",Frank Capra,"Robert Riskin, George S. Kaufman, Moss Hart","Jean Arthur, James Stewart, Lionel Barrymore","The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.","English, Russian",United States,Won 2 Oscars. 2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOGMxZTMwNmQtOWIwMC00ZjFlLTllNGQtYTlkZWU5OGMyMzkxXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.8,"27,021",tt0030993,movie,28 Jan 2015,N/A,N/A,N/A,
True,,Dark Victory,1939,Approved,22 Apr 1939,104 min,"Drama, Romance",Edmund Goulding,"Casey Robinson, George Emerson Brewer Jr., Bertram Bloch","Bette Davis, George Brent, Humphrey Bogart","A young socialite is diagnosed with an inoperable brain tumor, and must decide whether or not she'll meet her final days with dignity.",English,United States,Nominated for 3 Oscars. 2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYmRlOWMxNGEtMDJmZS00YTkyLTg2MzItNjA4ODM2MmQzZDljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",N/A,7.4,"11,876",tt0031210,movie,31 Dec 2007,N/A,N/A,N/A,
True,,Gone with the Wind,1939,Passed,17 Jan 1940,238 min,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell, Sidney Howard, Oliver H.P. Garrett","Clark Gable, Vivien Leigh, Thomas Mitchell",A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,English,United States,Won 8 Oscars. 21 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",97,8.2,"326,245",tt0031381,movie,19 May 2016,"$200,882,193",N/A,N/A,
True,,"Goodbye, Mr. Chips",1939,Unrated,28 Jul 1939,114 min,"Drama, Romance","Sam Wood, Sidney Franklin","R.C. Sherriff, Claudine West, Eric Maschwitz","Robert Donat, Greer Garson, Terry Kilburn",An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,"English, Latin, German",United Kingdom,Won 1 Oscar. 3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BY2JiNjljZjAtYWJmNS00ZWQxLTlhZDMtZGVhMTc1NGFjMDdjXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}]",N/A,7.9,"11,185",tt0031385,movie,05 Mar 2012,N/A,N/A,N/A,
